response_id,district,digital_access,satisfaction_score,ease_of_access_rating,language_barrier,digital_literacy_rating
SUR02323,District_7,0,34,5.4,0,4.4
SUR02324,District_7,0,54,4.8,0,7.2
SUR02325,District_7,0,50,5.8,0,4.9
SUR02326,District_7,0,43,5.2,0,4.9
SUR02327,District_7,0,11,3.4,0,2.2
SUR02328,District_7,0,47,5.1,0,4.2
SUR02329,District_7,0,56,2.7,0,1.6
SUR02330,District_7,0,53,2.6,0,5.5
SUR02331,District_7,0,32,3.6,0,4.6
SUR02332,District_7,0,49,4.2,0,4.5
SUR02333,District_7,0,42,4.7,0,5.8
SUR02334,District_7,0,47,1.0,0,6.4
SUR02335,District_7,0,64,3.9,0,1.2
SUR02336,District_7,0,49,2.1,1,3.3
SUR02337,District_7,0,37,5.4,1,4.4
SUR02338,District_7,0,53,3.8,1,2.2
SUR02339,District_7,0,46,4.2,0,5.0
SUR02340,District_7,0,60,2.9,0,5.3
SUR02341,District_7,0,28,5.4,0,3.5
SUR02342,District_7,0,27,2.3,1,5.4
SUR02343,District_7,0,41,4.0,1,4.2
SUR02344,District_7,0,18,3.7,0,2.3
SUR02345,District_7,0,38,7.2,1,3.9
SUR02346,District_7,0,48,1.5,0,1.4
SUR02347,District_7,0,62,6.9,0,4.2
SUR02348,District_7,0,39,4.0,1,5.4
SUR02349,District_7,0,58,4.2,0,5.4
SUR02350,District_7,0,48,6.4,1,3.7
SUR02351,District_7,0,43,5.9,1,3.7
SUR02352,District_7,0,30,4.8,0,5.8
SUR02353,District_7,0,36,5.4,1,3.0
SUR02354,District_7,0,36,1.8,0,2.5
SUR02355,District_7,0,40,2.8,0,7.1
SUR02356,District_7,0,36,5.3,0,3.0
SUR02357,District_7,0,58,2.9,0,2.1
SUR02358,District_7,0,43,4.6,0,4.9
SUR02359,District_7,0,70,3.9,0,2.4
SUR02360,District_7,0,31,2.5,1,6.1
SUR02361,District_7,0,57,6.2,0,3.3
SUR02362,District_7,0,27,5.7,1,3.5
SUR02363,District_7,0,41,4.3,0,5.0
SUR02364,District_7,0,41,7.1,1,7.2
SUR02365,District_7,0,41,2.2,0,4.8
SUR02366,District_7,0,61,3.2,0,4.7
SUR02367,District_7,0,46,3.4,0,4.2
SUR02368,District_7,0,71,4.1,1,7.7
SUR02369,District_7,0,64,4.2,0,5.1
SUR02370,District_7,0,43,5.9,1,2.4
SUR02371,District_7,0,60,8.0,0,2.1
SUR02372,District_7,0,26,5.5,0,5.2
SUR02373,District_7,0,44,4.6,0,4.9
SUR02374,District_7,0,42,6.8,0,3.7
SUR02375,District_7,0,51,4.8,0,1.6
SUR02376,District_7,0,54,4.6,0,4.7
SUR02377,District_7,0,32,5.0,0,3.1
SUR02378,District_7,0,51,5.1,0,2.7
SUR02379,District_7,0,64,6.0,0,6.0
SUR02380,District_7,0,55,1.2,1,3.6
SUR02381,District_7,0,50,5.4,1,2.9
SUR02382,District_7,0,58,4.9,0,4.0
SUR02383,District_7,0,10,4.2,1,3.8
SUR02384,District_7,0,17,6.0,0,5.3
SUR02385,District_7,0,69,5.8,0,3.9
SUR02386,District_7,0,54,3.7,0,3.6
SUR02387,District_7,0,49,4.6,0,6.6
SUR02388,District_7,0,47,5.5,0,5.0
SUR02389,District_7,0,44,4.3,1,5.7
SUR02390,District_7,0,51,3.2,0,5.7
SUR02391,District_7,0,49,4.7,1,3.6
SUR02392,District_7,0,39,6.8,0,4.1
SUR02393,District_7,0,48,4.2,1,4.3
SUR02394,District_7,0,48,5.4,0,7.3
SUR02395,District_7,0,36,8.2,1,1.1
SUR02396,District_7,0,61,1.1,1,3.9
SUR02397,District_7,0,36,5.9,0,4.5
SUR02398,District_7,0,34,3.3,0,1.9
SUR02399,District_7,0,38,3.5,0,1.1
SUR02400,District_7,0,24,4.1,0,3.1
SUR02401,District_7,0,43,3.4,0,4.8
SUR02402,District_7,0,39,5.5,0,5.5
SUR02403,District_7,0,54,2.6,1,6.4
SUR02404,District_7,0,43,5.8,0,4.8
SUR02405,District_7,0,21,6.2,1,3.3
SUR02406,District_7,0,38,2.0,1,4.2
SUR02407,District_7,0,24,2.2,0,3.3
SUR02408,District_7,0,59,3.7,0,4.8
SUR02409,District_7,0,60,6.2,0,3.5
SUR02410,District_7,0,50,3.4,1,3.9
SUR02411,District_7,0,55,4.8,0,5.3
SUR02412,District_7,0,46,2.2,1,2.8
SUR02413,District_7,0,49,3.2,0,6.1
SUR02414,District_7,0,36,2.9,1,2.0
SUR02415,District_7,0,40,3.3,1,4.7
SUR02416,District_7,0,56,4.3,1,2.7
SUR02417,District_7,0,32,4.8,0,6.4
SUR02418,District_7,0,47,5.0,0,3.9
SUR02419,District_7,0,36,2.6,0,4.3
SUR02420,District_7,0,35,6.7,1,3.8
SUR02421,District_7,0,61,4.1,1,4.9
SUR02422,District_7,0,53,6.3,0,3.9
SUR02423,District_7,0,49,5.7,0,1.5
SUR02424,District_7,0,31,5.5,0,3.8
SUR02425,District_7,0,45,6.7,0,5.9
SUR02426,District_7,0,40,3.4,0,4.3
SUR02427,District_7,0,27,5.4,0,1.0
SUR02428,District_7,0,53,1.0,0,4.4
SUR02429,District_7,0,52,5.0,0,4.2
SUR02430,District_7,0,16,5.3,1,5.3
SUR02431,District_7,0,42,3.3,0,5.7
SUR02432,District_7,0,69,4.7,0,2.8
SUR02433,District_7,0,48,1.8,0,3.8
SUR02434,District_7,0,69,2.8,0,2.6
SUR02435,District_7,0,50,4.5,1,4.0
SUR02436,District_7,0,53,2.5,1,3.3
SUR02437,District_7,0,42,7.6,1,3.8
SUR02438,District_7,0,33,5.4,0,3.5
SUR02439,District_7,0,32,4.4,0,5.2
SUR02440,District_7,0,60,4.9,0,7.4
SUR02441,District_7,0,42,5.1,0,3.6
SUR02442,District_7,0,38,2.7,0,5.3
SUR02443,District_7,0,71,5.3,0,3.2
SUR02444,District_7,0,75,5.1,0,1.0
SUR02445,District_7,0,48,3.6,1,4.5
SUR02446,District_7,0,21,5.3,0,4.5
SUR02447,District_7,0,43,4.1,0,7.4
SUR02448,District_7,0,31,5.3,1,5.2
SUR02449,District_7,0,28,6.4,0,3.6
SUR02450,District_7,0,64,4.5,0,1.1
SUR02451,District_7,0,27,7.4,1,4.7
SUR02452,District_7,0,35,3.9,1,5.8
SUR02453,District_7,0,42,2.9,0,8.8
SUR02454,District_7,0,29,4.9,0,4.4
SUR02455,District_7,0,37,2.9,0,5.6
SUR02456,District_7,0,29,5.2,0,4.3
SUR02457,District_7,0,27,2.7,1,5.4
SUR02458,District_7,0,43,5.6,1,4.8
SUR02459,District_7,0,44,4.2,0,1.8
SUR02460,District_7,0,25,7.3,1,4.3
SUR02461,District_7,0,26,7.0,0,3.7
SUR02462,District_7,0,26,6.2,1,4.5
SUR02463,District_7,0,26,3.0,0,5.7
SUR02464,District_7,0,43,3.2,0,5.6
SUR02465,District_7,0,49,4.7,0,3.5
SUR02466,District_7,0,38,5.4,0,4.5
SUR02467,District_7,0,63,4.5,1,2.9
SUR02468,District_7,0,64,4.2,0,2.0
SUR02469,District_7,0,19,5.4,0,3.1
SUR02470,District_7,0,46,6.7,0,3.8
SUR02471,District_7,0,19,7.4,1,4.9
SUR02472,District_7,0,46,7.2,0,9.3
SUR02473,District_7,0,60,1.8,0,4.9
SUR02474,District_7,0,50,1.0,0,2.2
SUR02475,District_7,0,32,5.5,0,4.5
SUR02476,District_7,0,62,6.1,1,3.9
SUR02477,District_7,0,33,6.1,0,6.4
SUR02478,District_7,0,48,6.0,1,3.1
SUR02479,District_7,0,31,6.2,0,4.8
SUR02480,District_7,0,49,4.5,0,6.2
SUR02481,District_7,0,40,5.1,0,4.1
SUR02482,District_7,0,19,5.6,0,3.1
SUR02483,District_7,0,39,5.7,0,5.8
SUR02484,District_7,0,55,4.1,0,3.8
SUR02485,District_7,0,63,2.9,0,7.1
SUR02486,District_7,0,39,2.1,1,4.0
SUR02487,District_7,0,61,3.9,1,4.0
SUR02488,District_7,0,37,2.6,0,5.3
SUR02489,District_7,0,77,4.5,1,4.6
SUR02490,District_7,0,34,5.8,0,2.1
SUR02491,District_7,0,46,5.0,1,3.1
SUR02492,District_7,0,26,4.4,1,3.1
SUR02493,District_7,0,42,5.4,0,1.8
SUR02494,District_7,0,54,3.0,0,2.8
SUR02495,District_7,0,89,5.8,0,4.6
SUR02496,District_7,0,35,4.9,0,5.4
SUR02497,District_7,0,11,3.6,1,4.0
SUR02498,District_7,0,63,5.8,0,5.8
SUR02499,District_7,0,46,1.0,1,2.7
SUR02500,District_7,0,66,4.6,0,7.5
SUR02501,District_7,0,28,3.8,1,6.5
SUR02502,District_7,0,76,3.4,0,5.5
SUR02503,District_7,0,36,3.7,0,4.8
SUR02504,District_7,0,42,5.3,0,1.1
SUR02505,District_7,0,47,4.0,0,6.8
SUR02506,District_7,0,27,6.5,0,2.9
SUR02507,District_7,0,40,2.4,0,3.9
SUR02508,District_7,0,19,4.7,1,3.3
SUR02509,District_7,0,55,2.9,1,3.9
SUR02510,District_7,0,38,6.7,0,4.2
SUR02511,District_7,0,4,5.4,0,8.2
SUR02512,District_7,0,39,2.9,0,3.9
SUR02513,District_8,0,54,4.9,0,4.1
SUR02514,District_8,0,64,5.6,0,2.3
SUR02515,District_8,0,60,6.1,0,3.0
SUR02516,District_8,0,65,4.1,0,2.8
SUR02517,District_8,0,76,5.6,0,1.0
SUR02518,District_8,0,51,7.8,0,4.2
SUR02519,District_8,0,74,5.7,0,1.4
SUR02520,District_8,0,56,5.2,0,7.9
SUR02521,District_8,0,48,6.7,0,3.2
SUR02522,District_8,0,45,6.7,1,3.5
SUR02523,District_8,0,64,2.5,0,2.6
SUR02524,District_8,0,62,5.4,0,4.2
SUR02525,District_8,0,54,6.1,0,4.7
SUR02526,District_8,0,62,6.7,0,1.0
SUR02527,District_8,0,49,7.2,0,4.7
SUR02528,District_8,0,78,5.2,0,4.7
SUR02529,District_8,0,47,5.6,0,1.4
SUR02530,District_8,0,57,4.7,0,4.9
SUR02531,District_8,0,31,7.2,0,1.9
SUR02532,District_8,0,75,2.7,0,3.2
SUR02533,District_8,0,75,3.7,0,3.1
SUR02534,District_8,0,53,7.7,0,1.8
SUR02535,District_8,0,56,5.5,1,2.1
SUR02536,District_8,0,38,5.0,0,8.1
SUR02537,District_8,0,50,7.0,1,1.0
SUR02538,District_8,0,56,3.3,0,5.7
SUR02539,District_8,0,54,5.9,0,3.9
SUR02540,District_8,0,30,6.6,0,7.0
SUR02541,District_8,0,56,5.7,0,6.2
SUR02542,District_8,0,49,1.0,1,1.9
SUR02543,District_8,0,39,5.1,1,2.9
SUR02544,District_8,0,40,4.3,1,5.8
SUR02545,District_8,0,40,8.1,0,4.1
SUR02546,District_8,0,64,7.1,0,2.4
SUR02547,District_8,0,81,5.2,0,2.7
SUR02548,District_8,0,100,3.2,0,8.1
SUR02549,District_8,0,48,5.6,1,4.1
SUR02550,District_8,0,34,4.0,1,4.1
SUR02551,District_8,0,47,6.3,0,5.4
SUR02552,District_8,0,41,6.0,0,1.8
SUR02553,District_8,0,22,5.1,0,7.0
SUR02554,District_8,0,62,6.1,0,1.0
SUR02555,District_8,0,47,9.1,1,6.6
SUR02556,District_8,0,55,3.4,0,5.1
SUR02557,District_8,0,54,4.0,0,5.6
SUR02558,District_8,0,48,5.9,1,3.2
SUR02559,District_8,0,21,4.5,0,2.9
SUR02560,District_8,0,41,6.1,0,7.1
SUR02561,District_8,0,37,3.8,0,9.2
SUR02562,District_8,0,42,5.7,0,4.5
SUR02563,District_8,0,47,5.6,0,6.5
SUR02564,District_8,0,60,6.5,0,4.7
SUR02565,District_8,0,52,5.3,0,3.1
SUR02566,District_8,0,46,7.0,0,7.5
SUR02567,District_8,0,55,4.2,0,3.7
SUR02568,District_8,0,54,6.0,0,5.4
SUR02569,District_8,0,71,3.2,1,4.5
SUR02570,District_8,0,93,2.5,1,5.1
SUR02571,District_8,0,32,3.7,0,3.4
SUR02572,District_8,0,63,8.4,0,4.6
SUR02573,District_8,0,32,7.6,1,2.5
SUR02574,District_8,0,63,6.1,0,7.4
SUR02575,District_8,0,30,4.5,0,4.8
SUR02576,District_8,0,50,6.8,1,4.1
SUR02577,District_8,0,41,3.4,0,5.3
SUR02578,District_8,0,55,2.9,0,5.4
SUR02579,District_8,0,44,5.4,1,3.1
SUR02580,District_8,0,54,5.5,0,2.0
SUR02581,District_8,0,51,6.2,0,3.3
SUR02582,District_8,0,66,4.7,0,5.8
SUR02583,District_8,0,52,4.8,0,3.7
SUR02584,District_8,0,80,8.0,0,2.1
SUR02585,District_8,0,49,5.4,0,4.5
SUR02586,District_8,0,61,4.9,0,7.2
SUR02587,District_8,0,37,6.1,0,4.1
SUR02588,District_8,0,54,4.9,0,1.2
SUR02589,District_8,0,46,8.0,0,2.6
SUR02590,District_8,0,66,6.1,0,3.2
SUR02591,District_8,0,61,5.1,1,4.2
SUR02592,District_8,0,56,4.5,0,5.1
SUR02593,District_8,0,45,2.9,0,5.6
SUR02594,District_8,0,65,5.9,0,4.0
SUR02595,District_8,0,61,4.5,0,2.5
SUR02596,District_8,0,75,3.2,0,1.1
SUR02597,District_8,0,9,4.0,0,4.6
SUR02598,District_8,0,64,7.3,0,1.1
SUR02599,District_8,0,62,5.3,0,7.3
SUR02600,District_8,0,54,5.9,0,6.2
SUR02601,District_8,0,69,5.9,0,6.8
SUR02602,District_8,0,65,8.1,0,3.8
SUR02603,District_8,0,47,4.7,0,4.3
SUR02604,District_8,0,38,5.4,0,2.0
SUR02605,District_8,0,62,6.9,0,5.7
SUR02606,District_8,0,66,5.6,0,1.3
SUR02607,District_8,0,37,6.0,0,3.7
SUR02608,District_8,0,54,5.4,0,2.5
SUR02609,District_8,0,43,4.5,1,6.8
SUR02610,District_8,0,68,7.1,0,4.9
SUR02611,District_8,0,65,5.2,0,4.7
SUR02612,District_8,0,52,6.2,0,3.6
SUR02613,District_8,0,50,6.0,0,5.5
SUR02614,District_8,0,62,1.0,1,6.9
SUR02615,District_8,0,56,5.5,0,7.0
SUR02616,District_8,0,50,5.7,0,8.8
SUR02617,District_8,0,29,2.5,1,2.3
SUR02618,District_8,0,43,3.8,0,3.1
SUR02619,District_8,0,72,5.3,0,5.6
SUR02620,District_8,0,78,4.9,0,4.2
SUR02621,District_8,0,51,6.8,0,4.7
SUR02622,District_8,0,59,7.6,0,1.5
SUR02623,District_8,0,52,4.8,0,5.7
SUR02624,District_8,0,48,4.4,0,3.3
SUR02625,District_8,0,47,5.5,0,4.9
SUR02626,District_8,0,33,7.0,1,3.9
SUR02627,District_8,0,56,5.6,0,2.2
SUR02628,District_8,0,60,7.0,0,7.2
SUR02629,District_8,0,51,7.1,1,5.3
SUR02630,District_8,0,71,6.4,0,4.2
SUR02631,District_8,0,42,5.5,0,2.4
SUR02632,District_8,0,45,4.1,0,5.5
SUR02633,District_8,0,38,5.8,0,5.0
SUR02634,District_8,0,77,4.8,0,2.6
SUR02635,District_8,0,45,7.9,0,5.0
SUR02636,District_8,0,54,7.1,0,4.0
SUR02637,District_8,0,44,5.4,1,5.0
SUR02638,District_8,0,67,5.5,0,5.1
SUR02639,District_8,0,65,3.7,0,3.0
SUR02640,District_8,0,56,5.0,0,5.0
SUR02641,District_8,0,56,8.4,0,6.8
SUR02642,District_8,0,60,6.1,0,5.4
SUR02643,District_8,0,59,5.5,1,4.2
SUR02644,District_8,0,67,6.2,1,4.3
SUR02645,District_8,0,41,5.2,0,7.0
SUR02646,District_8,0,68,5.5,0,6.9
SUR02647,District_8,0,44,5.6,0,2.3
SUR02648,District_8,0,56,7.9,0,5.1
SUR02649,District_8,0,45,2.6,1,3.7
SUR02650,District_8,0,55,4.6,1,2.0
SUR02651,District_8,0,59,2.5,0,5.7
SUR02652,District_8,0,66,5.0,0,5.2
SUR02653,District_8,0,73,5.4,0,3.1
SUR02654,District_8,0,59,6.4,0,3.7
SUR02655,District_8,0,41,4.0,0,6.3
SUR02656,District_8,0,46,4.4,0,3.5
SUR02657,District_8,0,45,6.5,0,3.1
SUR02658,District_8,0,68,6.3,0,2.2
SUR02659,District_8,0,27,5.2,0,5.2
SUR02660,District_8,0,55,2.4,0,1.6
SUR02661,District_8,0,54,5.5,0,1.6
SUR02662,District_8,0,69,5.9,0,3.8
SUR02663,District_8,0,51,5.7,0,3.1
SUR02664,District_8,0,49,3.4,0,1.7
SUR02665,District_8,0,66,4.0,0,2.2
SUR02666,District_8,0,61,6.8,0,1.2
SUR02667,District_8,0,75,7.7,0,4.5
SUR02668,District_8,0,52,6.7,0,1.8
SUR02669,District_8,0,49,4.9,0,2.0
SUR02670,District_8,0,47,5.1,0,3.9
SUR02671,District_8,0,63,4.3,0,3.8
SUR02672,District_8,0,76,6.2,0,4.4
SUR02673,District_8,0,32,7.2,0,7.7
SUR02674,District_8,0,62,6.6,0,3.0
SUR02675,District_8,0,54,6.4,1,1.0
SUR02676,District_8,0,57,4.6,0,5.8
SUR02677,District_8,0,74,5.2,0,1.9
SUR02678,District_8,0,69,4.9,1,5.5
SUR02679,District_8,0,70,6.7,0,2.5
SUR02680,District_8,0,61,5.6,0,4.2
SUR02681,District_8,0,59,6.9,0,3.5
SUR02682,District_8,0,65,6.1,0,3.3
SUR02683,District_8,0,90,4.4,0,1.0
SUR02684,District_8,0,57,3.6,1,3.2
SUR02685,District_8,0,60,8.3,0,2.1
SUR02686,District_8,0,47,5.0,0,4.8
SUR02687,District_8,0,33,5.8,0,7.9
SUR02688,District_8,0,73,8.0,0,4.0
SUR02689,District_8,0,53,6.3,1,7.2
SUR02690,District_8,0,65,4.2,0,1.0
SUR02691,District_8,0,60,5.7,0,4.5
SUR02692,District_8,0,76,7.6,0,3.5
SUR02693,District_8,0,52,6.1,1,2.8
SUR02694,District_8,0,38,10.0,0,1.0
SUR02695,District_8,0,74,2.9,0,5.0
SUR02696,District_8,0,60,5.1,0,5.7
SUR02697,District_8,0,58,3.8,0,4.3
SUR02698,District_8,0,27,6.6,0,1.3
SUR02699,District_8,0,64,3.9,0,2.4
SUR02700,District_8,0,32,4.5,0,3.3
SUR02701,District_8,0,68,4.8,1,6.2
SUR02702,District_8,0,52,5.8,0,1.9
SUR02703,District_8,0,63,5.3,0,5.4
SUR02704,District_8,0,56,6.9,0,6.5
SUR02705,District_8,0,51,4.2,0,4.0
SUR02706,District_8,0,45,6.1,0,4.6
SUR02707,District_8,0,28,5.3,1,3.8
SUR02708,District_8,0,53,3.0,1,1.8
SUR02709,District_8,0,60,7.1,0,4.3
SUR02710,District_8,0,61,4.6,0,2.5
SUR02711,District_8,0,67,5.8,0,5.8
SUR02712,District_8,0,61,4.4,0,5.8
SUR02713,District_8,0,83,9.4,1,4.2
SUR02714,District_8,0,49,7.8,0,3.3
SUR02715,District_8,0,80,4.9,0,5.2
SUR02716,District_8,0,58,6.0,0,2.9
SUR02717,District_8,0,65,6.0,0,1.0
SUR02718,District_8,0,69,3.7,0,2.4
SUR02719,District_8,0,10,6.5,0,3.4
SUR02720,District_8,0,78,5.7,1,2.1
SUR02721,District_8,0,63,7.1,1,6.5
SUR02722,District_8,0,46,5.4,0,1.4
SUR02723,District_8,0,50,4.0,0,4.8
SUR02724,District_8,0,67,4.6,0,4.2
SUR02725,District_8,0,51,4.0,0,2.1
SUR02726,District_8,0,47,5.8,0,4.1
SUR02727,District_8,0,53,6.6,1,2.1
SUR02728,District_8,0,44,3.7,0,4.3
SUR02729,District_8,0,39,6.1,0,4.2
SUR02730,District_8,0,55,6.6,0,1.0
SUR02731,District_8,0,20,6.2,0,1.0
SUR02732,District_8,0,62,3.8,0,6.8
SUR02733,District_8,0,42,7.9,1,4.8
SUR02734,District_8,0,83,6.1,1,3.0
SUR02735,District_8,0,63,3.4,0,3.5
SUR02736,District_8,0,68,4.8,0,3.3
SUR02737,District_8,0,36,4.8,0,5.9
SUR02738,District_8,0,69,5.3,1,3.4
SUR02739,District_8,0,33,7.6,0,1.5
SUR02740,District_8,0,51,5.9,0,3.2
SUR02741,District_8,0,33,5.4,0,2.7
SUR02742,District_8,0,53,7.7,0,3.8
SUR02743,District_8,0,60,6.3,0,6.6
SUR02744,District_8,0,52,8.5,1,1.6
SUR02745,District_8,0,46,5.7,0,2.1
SUR02746,District_8,0,65,7.8,0,5.3
SUR02747,District_8,0,56,2.8,1,2.5
SUR02748,District_8,0,54,6.6,1,6.1
SUR02749,District_8,0,60,5.4,0,5.9
SUR02750,District_8,0,41,6.0,0,5.4
SUR02751,District_8,0,67,6.2,1,6.3
SUR02752,District_8,0,68,6.5,1,5.8
SUR02753,District_8,0,51,7.8,0,3.0
SUR02754,District_8,0,60,6.4,0,8.5
SUR02755,District_8,0,58,5.6,0,1.7
SUR02756,District_8,0,70,6.3,0,4.1
SUR02757,District_8,0,90,4.4,0,3.6
SUR02758,District_8,0,75,8.2,0,7.0
SUR02759,District_8,0,40,4.7,0,5.3
SUR02760,District_8,0,68,6.7,1,5.5
SUR02761,District_8,0,93,7.3,0,5.3
SUR02762,District_8,0,43,6.4,0,2.8
SUR02763,District_8,0,75,4.8,0,2.8
SUR02764,District_8,0,65,4.7,1,7.6
SUR02765,District_8,0,59,7.2,0,6.9
SUR02766,District_8,0,60,6.2,0,3.9
SUR02767,District_8,0,51,5.0,0,2.9
SUR02768,District_8,0,36,4.5,0,4.7
SUR02769,District_8,0,70,4.7,0,6.6
SUR02770,District_8,0,33,5.9,0,5.0
SUR02771,District_8,0,53,8.9,0,3.3
SUR02772,District_8,0,56,4.0,0,4.2
SUR02773,District_8,0,51,2.5,0,4.4
SUR02774,District_8,0,59,5.6,0,7.1
SUR02775,District_8,0,82,4.8,0,2.5
SUR02776,District_8,0,59,5.1,0,4.4
SUR02777,District_8,0,60,4.1,0,5.6
SUR02778,District_8,0,70,7.3,1,2.3
SUR02779,District_8,0,63,5.0,0,3.2
SUR02780,District_8,0,58,6.3,1,5.8
SUR02781,District_8,0,52,7.7,1,4.8
SUR02782,District_8,0,57,5.3,0,5.4
SUR02783,District_8,0,63,4.5,1,6.5
SUR02784,District_8,0,63,5.4,0,4.0
SUR02785,District_8,0,43,5.5,1,7.5
SUR02786,District_8,0,37,6.3,1,7.0
SUR02787,District_8,0,63,5.6,0,4.0
SUR02788,District_8,0,45,5.7,0,5.4
SUR02789,District_8,0,57,5.0,1,4.7
SUR02790,District_8,0,53,5.9,1,1.4
SUR02791,District_8,0,50,6.0,0,7.0
SUR02792,District_8,0,63,6.3,0,2.5
SUR02793,District_8,0,57,3.4,0,5.8
SUR02794,District_8,0,73,4.0,1,4.1
SUR02795,District_8,0,67,3.7,0,2.1
SUR02796,District_8,0,44,6.9,1,6.1
SUR02797,District_8,0,50,4.0,0,5.4
SUR02798,District_8,0,53,5.0,0,2.9
SUR02799,District_8,0,47,5.6,0,2.0
SUR02800,District_8,0,72,3.6,0,4.4
